# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715314.16214 -1.014294 -4.178920 0.564699 0.818160 -0.033715 0.572739 0.038044 0.0000042860 0.0000001139 -0.0000013682 0.0000006812 -0.0000000429 0.0000011636 0.0007058565 0.0001001034 -0.0000305198 0.0005578528 0.0000210881 0.0001736850
1403715314.21214 -1.017214 -4.175694 0.570948 0.818797 -0.040450 0.570730 0.046929 0.0000042927 0.0000001424 -0.0000013816 0.0000006871 -0.0000000550 0.0000011765 0.0007054948 0.0001004640 -0.0000304986 0.0005576067 0.0000206669 0.0001742697
1403715314.26214 -1.021411 -4.172439 0.577580 0.818513 -0.048203 0.569721 0.055958 0.0000043068 0.0000001674 -0.0000013869 0.0000006949 -0.0000000637 0.0000011846 0.0007067377 0.0001012218 -0.0000303899 0.0005573730 0.0000202993 0.0001749153
1403715314.31214 -1.025523 -4.168320 0.583351 0.819032 -0.057211 0.567274 0.064140 0.0000043124 0.0000001822 -0.0000014028 0.0000007019 -0.0000000691 0.0000012016 0.0007081355 0.0001019725 -0.0000302388 0.0005571074 0.0000199724 0.0001756403
1403715314.36214 -1.028270 -4.163016 0.588615 0.818911 -0.066248 0.565499 0.072156 0.0000028913 0.0000001828 -0.0000007794 0.0000007060 -0.0000000659 0.0000009166 0.0007037788 0.0001058277 -0.0000310891 0.0005540675 0.0000202697 0.0001763384
1403715314.41214 -1.031334 -4.156757 0.593209 0.818399 -0.075722 0.564322 0.077654 0.0000029044 0.0000001790 -0.0000007829 0.0000007109 -0.0000000636 0.0000009234 0.0007053477 0.0001066696 -0.0000309846 0.0005538471 0.0000198774 0.0001774280
1403715314.46214 -1.034029 -4.147553 0.593589 0.818611 -0.083544 0.562147 0.082986 0.0000029120 0.0000001792 -0.0000007905 0.0000007164 -0.0000000632 0.0000009330 0.0007068868 0.0001076195 -0.0000310853 0.0005534369 0.0000198949 0.0001777448
1403715314.51214 -1.036861 -4.137970 0.595306 0.818201 -0.091007 0.561023 0.086704 0.0000029238 0.0000001742 -0.0000007951 0.0000007211 -0.0000000610 0.0000009406 0.0007083604 0.0001086892 -0.0000314531 0.0005531418 0.0000197696 0.0001783291
1403715314.56214 -1.037060 -4.128167 0.599208 0.818189 -0.098684 0.559516 0.088150 0.0000029348 0.0000001601 -0.0000008034 0.0000007245 -0.0000000558 0.0000009511 0.0007101911 0.0001097016 -0.0000314929 0.0005529178 0.0000195173 0.0001795929
1403715314.61214 -1.039371 -4.116969 0.599185 0.817520 -0.105413 0.559161 0.088816 0.0000029476 0.0000001445 -0.0000008078 0.0000007275 -0.0000000504 0.0000009576 0.0007111948 0.0001109590 -0.0000327250 0.0005526467 0.0000195707 0.0001794779
1403715314.66214 -1.040046 -4.102950 0.595160 0.816557 -0.110461 0.559398 0.090042 0.0000029632 0.0000001358 -0.0000008076 0.0000007294 -0.0000000489 0.0000009590 0.0007118382 0.0001113689 -0.0000325587 0.0005516210 0.0000206991 0.0001783401
1403715314.71214 -1.038909 -4.090780 0.597055 0.815910 -0.114436 0.559334 0.091324 0.0000029779 0.0000001302 -0.0000008095 0.0000007343 -0.0000000465 0.0000009645 0.0007138595 0.0001124959 -0.0000327584 0.0005514383 0.0000207109 0.0001794224
1403715314.76214 -1.041117 -4.078735 0.596626 0.815085 -0.117113 0.559680 0.093157 0.0000029934 0.0000001297 -0.0000008095 0.0000007387 -0.0000000471 0.0000009672 0.0007148124 0.0001134608 -0.0000337072 0.0005512824 0.0000206589 0.0001802172
1403715314.81214 -1.034196 -4.061506 0.591816 0.813651 -0.118919 0.561129 0.094679 0.0000030134 0.0000001315 -0.0000008019 0.0000007338 -0.0000000506 0.0000009635 0.0007138486 0.0001128440 -0.0000323300 0.0005501012 0.0000222157 0.0001791375
1403715314.86214 -1.028952 -4.045833 0.589084 0.813066 -0.119689 0.561429 0.096937 0.0000030280 0.0000001406 -0.0000008008 0.0000007331 -0.0000000542 0.0000009663 0.0007142458 0.0001129471 -0.0000309334 0.0005493197 0.0000236646 0.0001780154
1403715314.91214 -1.027644 -4.031113 0.584476 0.812343 -0.120737 0.562084 0.097890 0.0000030435 0.0000001417 -0.0000008001 0.0000007371 -0.0000000543 0.0000009685 0.0007156637 0.0001139556 -0.0000313311 0.0005493409 0.0000242218 0.0001773660
1403715314.96214 -1.027971 -4.017154 0.582108 0.811519 -0.121850 0.563073 0.097660 0.0000030604 0.0000001375 -0.0000007988 0.0000007359 -0.0000000535 0.0000009707 0.0007154651 0.0001143292 -0.0000315709 0.0005493551 0.0000246905 0.0001773464
1403715315.01214 -1.024895 -4.001811 0.580368 0.810784 -0.122806 0.564109 0.096590 0.0000030777 0.0000001306 -0.0000007978 0.0000007389 -0.0000000513 0.0000009723 0.0007167948 0.0001152418 -0.0000319496 0.0005497295 0.0000251622 0.0001770178
1403715315.06214 -1.021128 -3.985993 0.578589 0.809078 -0.124238 0.566549 0.094765 0.0000031004 0.0000001176 -0.0000007905 0.0000007426 -0.0000000468 0.0000009696 0.0007186563 0.0001163187 -0.0000324791 0.0005502778 0.0000255542 0.0001768352
1403715315.11214 -1.016790 -3.969891 0.575309 0.808505 -0.124626 0.567428 0.093875 0.0000031164 0.0000001119 -0.0000007899 0.0000007423 -0.0000000455 0.0000009729 0.0007190368 0.0001169272 -0.0000333125 0.0005508457 0.0000258443 0.0001766541
1403715315.16214 -1.010611 -3.953173 0.573432 0.808799 -0.125209 0.567082 0.092651 0.0000031281 0.0000001050 -0.0000007953 0.0000007390 -0.0000000446 0.0000009806 0.0007181813 0.0001171887 -0.0000342815 0.0005515081 0.0000261650 0.0001769366
1403715315.21214 -1.004362 -3.936153 0.572231 0.809236 -0.125391 0.566598 0.091554 0.0000031392 0.0000001011 -0.0000008019 0.0000007357 -0.0000000432 0.0000009895 0.0007173987 0.0001176426 -0.0000347417 0.0005524541 0.0000266310 0.0001771036
1403715315.26214 -1.000484 -3.919055 0.573284 0.809328 -0.125683 0.566429 0.091383 0.0000031513 0.0000001001 -0.0000008061 0.0000007362 -0.0000000423 0.0000009965 0.0007178863 0.0001186015 -0.0000347148 0.0005537446 0.0000270475 0.0001765979
1403715315.31214 -0.994348 -3.902119 0.572193 0.809372 -0.127249 0.565866 0.092307 0.0000031637 0.0000001009 -0.0000008105 0.0000007368 -0.0000000427 0.0000010036 0.0007182712 0.0001194734 -0.0000353422 0.0005553349 0.0000275304 0.0001768854
1403715315.36214 -0.989978 -3.884688 0.574452 0.808739 -0.130047 0.565743 0.094674 0.0000031779 0.0000001026 -0.0000008115 0.0000007406 -0.0000000434 0.0000010080 0.0007196360 0.0001206968 -0.0000356655 0.0005571648 0.0000278608 0.0001765526
1403715315.41214 -0.984864 -3.867558 0.575550 0.808089 -0.134436 0.565289 0.096783 0.0000031918 0.0000000988 -0.0000008141 0.0000007451 -0.0000000427 0.0000010136 0.0007214739 0.0001219961 -0.0000361502 0.0005593714 0.0000282949 0.0001765446
1403715315.46214 -0.979489 -3.850399 0.576169 0.807181 -0.140144 0.564761 0.099320 0.0000032062 0.0000000919 -0.0000008168 0.0000007476 -0.0000000395 0.0000010180 0.0007234817 0.0001232678 -0.0000368523 0.0005618503 0.0000287323 0.0001766128
1403715315.51214 -0.974656 -3.833775 0.576600 0.805854 -0.146424 0.564549 0.102192 0.0000032218 0.0000000852 -0.0000008175 0.0000007517 -0.0000000373 0.0000010222 0.0007254921 0.0001246781 -0.0000374480 0.0005647570 0.0000293101 0.0001769695
1403715315.56214 -0.976439 -3.815870 0.581952 0.804230 -0.152817 0.564637 0.105106 0.0000032381 0.0000000788 -0.0000008180 0.0000007500 -0.0000000324 0.0000010244 0.0007257331 0.0001265245 -0.0000365607 0.0005679270 0.0000296194 0.0001763281
1403715315.61214 -0.971838 -3.798762 0.583103 0.802722 -0.159591 0.564304 0.108301 0.0000032537 0.0000000726 -0.0000008192 0.0000007473 -0.0000000268 0.0000010252 0.0007266989 0.0001282586 -0.0000369729 0.0005714744 0.0000301488 0.0001766077
1403715315.66214 -0.968495 -3.782094 0.584739 0.800784 -0.166768 0.564248 0.112060 0.0000032706 0.0000000658 -0.0000008184 0.0000007497 -0.0000000230 0.0000010262 0.0007288189 0.0001300777 -0.0000375679 0.0005753423 0.0000307269 0.0001769919
1403715315.71214 -0.967920 -3.764790 0.586830 0.797909 -0.176528 0.565109 0.113271 0.0000032899 0.0000000386 -0.0000008159 0.0000007489 -0.0000000125 0.0000010260 0.0007299607 0.0001320203 -0.0000376470 0.0005795794 0.0000313007 0.0001771837
1403715315.76214 -0.961693 -3.747429 0.586458 0.795035 -0.187386 0.565557 0.113803 0.0000033071 0.0000000050 -0.0000008156 0.0000007499 -0.0000000004 0.0000010255 0.0007313615 0.0001336151 -0.0000376837 0.0005840314 0.0000320947 0.0001773034
1403715315.81214 -0.960491 -3.731492 0.588186 0.792405 -0.198515 0.565235 0.114872 0.0000033202 -0.0000000281 -0.0000008194 0.0000007498 0.0000000079 0.0000010301 0.0007299427 0.0001348821 -0.0000364615 0.0005889084 0.0000329614 0.0001768786
1403715315.86214 -0.957231 -3.715287 0.587926 0.790099 -0.208793 0.564071 0.118203 0.0000033318 -0.0000000473 -0.0000008249 0.0000007537 0.0000000139 0.0000010348 0.0007320173 0.0001364432 -0.0000366980 0.0005939850 0.0000338435 0.0001771225
1403715315.91214 -0.956164 -3.701625 0.587940 0.788242 -0.218050 0.562024 0.123522 0.0000033423 -0.0000000534 -0.0000008321 0.0000007569 0.0000000144 0.0000010426 0.0007339089 0.0001380658 -0.0000368754 0.0005996716 0.0000347330 0.0001773645
1403715315.96214 -0.957527 -3.687458 0.587733 0.785910 -0.226465 0.560356 0.130616 0.0000033558 -0.0000000500 -0.0000008357 0.0000007591 0.0000000120 0.0000010460 0.0007358423 0.0001397576 -0.0000371911 0.0006053869 0.0000355646 0.0001776807
1403715316.01214 -0.958873 -3.675086 0.585675 0.784121 -0.234977 0.557613 0.137866 0.0000033663 -0.0000000449 -0.0000008447 0.0000007613 0.0000000099 0.0000010500 0.0007383065 0.0001410795 -0.0000377737 0.0006107479 0.0000362696 0.0001779714
1403715316.06214 -0.962456 -3.665539 0.583649 0.782071 -0.242360 0.555041 0.146822 0.0000033806 -0.0000000289 -0.0000008488 0.0000007565 0.0000000026 0.0000010539 0.0007376536 0.0001424571 -0.0000371388 0.0006169606 0.0000369642 0.0001779153
1403715316.11214 -0.965159 -3.657143 0.578839 0.780403 -0.249312 0.551619 0.156621 0.0000033914 -0.0000000076 -0.0000008578 0.0000007588 -0.0000000067 0.0000010552 0.0007392850 0.0001427595 -0.0000377030 0.0006207259 0.0000369461 0.0001778446
1403715316.16214 -0.971647 -3.651825 0.573210 0.778859 -0.256320 0.547604 0.166761 0.0000033992 0.0000000139 -0.0000008700 0.0000007534 -0.0000000180 0.0000010556 0.0007373878 0.0001407005 -0.0000385645 0.0006214241 0.0000363651 0.0001778054
1403715316.21214 -0.975300 -3.643702 0.567502 0.777689 -0.263552 0.542645 0.176850 0.0000034034 0.0000000385 -0.0000008868 0.0000007575 -0.0000000288 0.0000010576 0.0007386663 0.0001393584 -0.0000396304 0.0006195802 0.0000346067 0.0001773701
1403715316.26214 -0.984973 -3.642706 0.560412 0.777757 -0.270919 0.535290 0.187514 0.0000033991 0.0000000689 -0.0000009130 0.0000007535 -0.0000000468 0.0000010704 0.0007340916 0.0001342973 -0.0000407059 0.0006188592 0.0000342881 0.0001776232
1403715316.31214 -0.987829 -3.635431 0.553547 0.777983 -0.279378 0.527087 0.197154 0.0000033937 0.0000000956 -0.0000009388 0.0000007611 -0.0000000573 0.0000010934 0.0007367354 0.0001353040 -0.0000412511 0.0006261969 0.0000349838 0.0001781195
1403715316.36214 -0.990411 -3.628547 0.545193 0.779206 -0.286886 0.517674 0.206273 0.0000033791 0.0000001258 -0.0000009742 0.0000007683 -0.0000000733 0.0000011160 0.0007372892 0.0001320980 -0.0000425438 0.0006253856 0.0000342729 0.0001784081
1403715316.41214 -1.005688 -3.625396 0.538792 0.779922 -0.293737 0.509484 0.214166 0.0000033643 0.0000001515 -0.0000010078 0.0000007571 -0.0000000947 0.0000011315 0.0007263670 0.0001233361 -0.0000424877 0.0006182467 0.0000332973 0.0001783902
1403715316.46214 -1.014702 -3.618918 0.532426 0.779407 -0.299915 0.503784 0.220857 0.0000033546 0.0000001719 -0.0000010347 0.0000007532 -0.0000001055 0.0000011333 0.0007212334 0.0001182135 -0.0000425259 0.0006044615 0.0000300480 0.0001779421
1403715316.51214 -1.014335 -3.612050 0.523892 0.777805 -0.306000 0.500789 0.224929 0.0000033576 0.0000001747 -0.0000010506 0.0000007580 -0.0000001064 0.0000011327 0.0007218681 0.0001154860 -0.0000433567 0.0005960925 0.0000277941 0.0001780600
1403715316.56214 -1.010863 -3.603795 0.515455 0.775040 -0.311286 0.500128 0.228660 0.0000033774 0.0000001748 -0.0000010489 0.0000007528 -0.0000001076 0.0000011303 0.0007199929 0.0001139328 -0.0000432494 0.0005992194 0.0000279335 0.0001785536
1403715316.61214 -1.005619 -3.594354 0.507148 0.771550 -0.316236 0.501347 0.230990 0.0000034025 0.0000001664 -0.0000010432 0.0000007440 -0.0000001019 0.0000011218 0.0007187647 0.0001135379 -0.0000431318 0.0005999729 0.0000272814 0.0001789568
1403715316.66214 -0.998952 -3.579471 0.500147 0.767480 -0.319932 0.504045 0.233574 0.0000034268 0.0000001599 -0.0000010372 0.0000007356 -0.0000000931 0.0000010986 0.0007182111 0.0001146472 -0.0000428947 0.0005911940 0.0000242199 0.0001788430
1403715316.71214 -0.990602 -3.571062 0.491418 0.763262 -0.324260 0.506769 0.235526 0.0000034583 0.0000001501 -0.0000010243 0.0000007224 -0.0000000815 0.0000010836 0.0007174876 0.0001155964 -0.0000428815 0.0005902352 0.0000233851 0.0001793784
1403715316.76214 -0.981149 -3.563376 0.482663 0.759052 -0.328807 0.508838 0.238348 0.0000034892 0.0000001395 -0.0000010111 0.0000007133 -0.0000000749 0.0000010700 0.0007172297 0.0001159127 -0.0000430451 0.0005903620 0.0000227437 0.0001798395
1403715316.81214 -0.970493 -3.555826 0.474869 0.755173 -0.333700 0.509835 0.241715 0.0000035137 0.0000001305 -0.0000010026 0.0000007049 -0.0000000696 0.0000010585 0.0007173605 0.0001159274 -0.0000432945 0.0005900321 0.0000221255 0.0001801251
1403715316.86214 -0.958908 -3.550601 0.464408 0.750921 -0.339348 0.510383 0.245906 0.0000035391 0.0000001285 -0.0000009949 0.0000006962 -0.0000000600 0.0000010475 0.0007173993 0.0001164084 -0.0000437283 0.0005883268 0.0000223639 0.0001808506
1403715316.91214 -0.947300 -3.541965 0.454165 0.746148 -0.346082 0.510710 0.250331 0.0000035648 0.0000001185 -0.0000009874 0.0000006992 -0.0000000574 0.0000010342 0.0007175325 0.0001167755 -0.0000436597 0.0005882932 0.0000206285 0.0001810526
1403715316.96214 -0.934798 -3.535810 0.444930 0.740730 -0.352699 0.510778 0.256960 0.0000035946 0.0000001187 -0.0000009721 0.0000006957 -0.0000000557 0.0000010216 0.0007178561 0.0001165582 -0.0000439970 0.0005890871 0.0000207383 0.0001812182
1403715317.01214 -0.922069 -3.529581 0.434899 0.734009 -0.360675 0.511676 0.263309 0.0000036278 0.0000001109 -0.0000009529 0.0000006886 -0.0000000465 0.0000010059 0.0007182859 0.0001164710 -0.0000446312 0.0005882420 0.0000217806 0.0001816378
1403715317.06214 -0.909321 -3.521858 0.423891 0.728160 -0.370301 0.510484 0.268452 0.0000036501 0.0000000944 -0.0000009483 0.0000006885 -0.0000000415 0.0000010021 0.0007187893 0.0001161749 -0.0000450532 0.0005904197 0.0000214360 0.0001821653
1403715317.11214 -0.896998 -3.513273 0.413683 0.723204 -0.380615 0.507006 0.273958 0.0000036640 0.0000000842 -0.0000009554 0.0000006883 -0.0000000388 0.0000010046 0.0007193307 0.0001160340 -0.0000455132 0.0005919242 0.0000211227 0.0001825716
1403715317.16214 -0.884285 -3.506171 0.403364 0.718524 -0.391582 0.502259 0.279506 0.0000036718 0.0000000791 -0.0000009708 0.0000006841 -0.0000000309 0.0000010092 0.0007199692 0.0001162875 -0.0000463391 0.0005905723 0.0000217011 0.0001833758
1403715317.21214 -0.871436 -3.500403 0.393939 0.713727 -0.402761 0.496905 0.285416 0.0000036785 0.0000000751 -0.0000009891 0.0000006802 -0.0000000241 0.0000010079 0.0007205437 0.0001170459 -0.0000469977 0.0005884414 0.0000214035 0.0001839652
1403715317.26214 -0.858226 -3.494234 0.384463 0.708766 -0.412988 0.491316 0.292748 0.0000036858 0.0000000843 -0.0000010056 0.0000006721 -0.0000000143 0.0000010032 0.0007212112 0.0001183234 -0.0000480456 0.0005833766 0.0000219042 0.0001850982
1403715317.31214 -0.845923 -3.482386 0.374877 0.703095 -0.423555 0.486030 0.300057 0.0000036942 0.0000000886 -0.0000010180 0.0000006683 -0.0000000099 0.0000010066 0.0007220923 0.0001190969 -0.0000491322 0.0005817244 0.0000221383 0.0001863254
1403715317.36214 -0.832989 -3.472659 0.365995 0.696647 -0.435054 0.481248 0.306288 0.0000037056 0.0000000821 -0.0000010275 0.0000006641 -0.0000000041 0.0000010120 0.0007231353 0.0001196719 -0.0000503203 0.0005818029 0.0000223443 0.0001876570
1403715317.41214 -0.819592 -3.463629 0.357372 0.689071 -0.447087 0.477614 0.311736 0.0000037203 0.0000000649 -0.0000010333 0.0000006585 0.0000000058 0.0000010143 0.0007243122 0.0001203583 -0.0000515979 0.0005819894 0.0000224970 0.0001891260
1403715317.46214 -0.805533 -3.457192 0.349974 0.681939 -0.458796 0.473241 0.317031 0.0000037328 0.0000000485 -0.0000010412 0.0000006498 0.0000000163 0.0000010167 0.0007256735 0.0001210850 -0.0000530084 0.0005825332 0.0000227099 0.0001906966
1403715317.51214 -0.792088 -3.447720 0.342620 0.674702 -0.469702 0.469000 0.322795 0.0000037466 0.0000000357 -0.0000010472 0.0000006455 0.0000000211 0.0000010230 0.0007272748 0.0001216334 -0.0000545142 0.0005841643 0.0000230127 0.0001923146
1403715317.56214 -0.777945 -3.441558 0.335277 0.667250 -0.479724 0.464913 0.329390 0.0000037644 0.0000000297 -0.0000010492 0.0000006359 0.0000000285 0.0000010180 0.0007289957 0.0001225878 -0.0000561502 0.0005848952 0.0000232068 0.0001941958
1403715317.61214 -0.764404 -3.432922 0.328268 0.659683 -0.489551 0.461045 0.335552 0.0000037809 0.0000000204 -0.0000010515 0.0000006312 0.0000000328 0.0000010194 0.0007309800 0.0001234063 -0.0000578730 0.0005865476 0.0000234955 0.0001961075
1403715317.66214 -0.751229 -3.423271 0.321606 0.651572 -0.499607 0.457910 0.340830 0.0000037991 0.0000000010 -0.0000010528 0.0000006271 0.0000000364 0.0000010155 0.0007328516 0.0001247245 -0.0000588697 0.0005881624 0.0000225364 0.0001960797
1403715317.71214 -0.738048 -3.414863 0.315118 0.643750 -0.509272 0.454262 0.346229 0.0000038151 -0.0000000117 -0.0000010561 0.0000006212 0.0000000422 0.0000010147 0.0007352145 0.0001259370 -0.0000605926 0.0005898151 0.0000224084 0.0001976003
1403715317.76214 -0.724936 -3.407248 0.308635 0.635508 -0.519512 0.451205 0.350216 0.0000038290 -0.0000000355 -0.0000010615 0.0000006137 0.0000000519 0.0000010157 0.0007378077 0.0001272324 -0.0000623665 0.0005916909 0.0000223622 0.0001990592
1403715317.81214 -0.713214 -3.398146 0.304267 0.625961 -0.530999 0.449998 0.351731 0.0000038406 -0.0000000850 -0.0000010685 0.0000006090 0.0000000694 0.0000010136 0.0007404420 0.0001290625 -0.0000637268 0.0005930240 0.0000212963 0.0001994871
1403715317.86214 -0.702529 -3.388293 0.300268 0.616637 -0.542690 0.447977 0.352936 0.0000038466 -0.0000001342 -0.0000010808 0.0000006059 0.0000000856 0.0000010157 0.0007431538 0.0001312380 -0.0000647648 0.0005943494 0.0000196323 0.0001990750
1403715317.91214 -0.692384 -3.380068 0.295551 0.608388 -0.552318 0.445004 0.356061 0.0000038561 -0.0000001635 -0.0000010890 0.0000006012 0.0000000935 0.0000010188 0.0007463917 0.0001329611 -0.0000664341 0.0005967624 0.0000190700 0.0001997958
1403715317.96214 -0.683208 -3.372192 0.290729 0.601004 -0.560918 0.440984 0.360137 0.0000038639 -0.0000001790 -0.0000011016 0.0000005913 0.0000000999 0.0000010178 0.0007495297 0.0001352300 -0.0000677116 0.0005980159 0.0000175976 0.0001998186
1403715318.01214 -0.675796 -3.362571 0.286920 0.594064 -0.568832 0.436680 0.364458 0.0000038720 -0.0000001923 -0.0000011140 0.0000005862 0.0000000996 0.0000010192 0.0007529823 0.0001371953 -0.0000692037 0.0005999653 0.0000163143 0.0001999596
1403715318.06214 -0.668640 -3.355042 0.281807 0.587211 -0.575458 0.434162 0.368151 0.0000038854 -0.0000002112 -0.0000011184 0.0000005735 0.0000000998 0.0000010164 0.0007559974 0.0001387566 -0.0000706082 0.0006026167 0.0000160082 0.0002005832
1403715318.11214 -0.661886 -3.348995 0.276004 0.581304 -0.581485 0.432105 0.370467 0.0000038961 -0.0000002343 -0.0000011251 0.0000005539 0.0000001016 0.0000010181 0.0007581723 0.0001403243 -0.0000715229 0.0006059436 0.0000161159 0.0002011484
1403715318.16214 -0.657953 -3.342577 0.271463 0.576638 -0.585894 0.429818 0.373462 0.0000039069 -0.0000002477 -0.0000011352 0.0000005430 0.0000000935 0.0000010126 0.0007597656 0.0001409084 -0.0000721573 0.0006083240 0.0000160552 0.0002012335
1403715318.21214 -0.654714 -3.339246 0.265819 0.573639 -0.589388 0.426679 0.376172 0.0000039140 -0.0000002502 -0.0000011527 0.0000005107 0.0000000926 0.0000010009 0.0007585385 0.0001418223 -0.0000709807 0.0006092799 0.0000159889 0.0002005234
1403715318.26214 -0.654281 -3.335342 0.261452 0.570769 -0.592279 0.424594 0.378349 0.0000039216 -0.0000002581 -0.0000011693 0.0000004897 0.0000000875 0.0000009864 0.0007564193 0.0001413623 -0.0000695963 0.0006095766 0.0000162986 0.0001996946
1403715318.31214 -0.656926 -3.331879 0.257378 0.568750 -0.594760 0.421546 0.380898 0.0000039282 -0.0000002548 -0.0000011884 0.0000004645 0.0000000822 0.0000009763 0.0007525391 0.0001410426 -0.0000670066 0.0006104953 0.0000170917 0.0001984474
1403715318.36214 -0.661732 -3.328723 0.253839 0.566516 -0.597050 0.418515 0.383974 0.0000039384 -0.0000002491 -0.0000012043 0.0000004458 0.0000000732 0.0000009640 0.0007472867 0.0001396844 -0.0000636560 0.0006114145 0.0000186428 0.0001968984
1403715318.41214 -0.666169 -3.325036 0.249316 0.565222 -0.598982 0.413936 0.387816 0.0000039463 -0.0000002270 -0.0000012267 0.0000004388 0.0000000613 0.0000009491 0.0007443041 0.0001367449 -0.0000625150 0.0006095912 0.0000200894 0.0001969204
1403715318.46214 -0.673800 -3.322098 0.245531 0.564657 -0.600446 0.407310 0.393352 0.0000039598 -0.0000001823 -0.0000012435 0.0000004276 0.0000000399 0.0000009508 0.0007399688 0.0001358931 -0.0000594263 0.0006119323 0.0000215349 0.0001954180
1403715318.51214 -0.682146 -3.319985 0.240931 0.564487 -0.601940 0.399725 0.399053 0.0000039638 -0.0000001299 -0.0000012706 0.0000004189 0.0000000195 0.0000009461 0.0007346843 0.0001332889 -0.0000560118 0.0006106190 0.0000231011 0.0001936193
1403715318.56214 -0.688552 -3.315778 0.234877 0.563825 -0.604950 0.391801 0.403273 0.0000039561 -0.0000000849 -0.0000013083 0.0000004142 0.0000000081 0.0000009462 0.0007313770 0.0001305520 -0.0000540896 0.0006067840 0.0000239145 0.0001927281
1403715318.61214 -0.695717 -3.312768 0.228539 0.563247 -0.609653 0.382949 0.405494 0.0000039376 -0.0000000490 -0.0000013559 0.0000004138 -0.0000000019 0.0000009645 0.0007291969 0.0001279868 -0.0000529806 0.0006049699 0.0000255184 0.0001928919
1403715318.66214 -0.703096 -3.310010 0.222195 0.562089 -0.615706 0.373935 0.406369 0.0000039159 -0.0000000236 -0.0000014019 0.0000004123 -0.0000000095 0.0000010028 0.0007286056 0.0001290247 -0.0000518446 0.0006060981 0.0000245373 0.0001919172
1403715318.71214 -0.709979 -3.306843 0.215500 0.560681 -0.622994 0.364724 0.405576 0.0000038740 -0.0000000013 -0.0000014697 0.0000004075 -0.0000000038 0.0000010311 0.0007277257 0.0001265934 -0.0000516817 0.0005984553 0.0000238808 0.0001922006
1403715318.76214 -0.717304 -3.306111 0.209297 0.556767 -0.630391 0.358266 0.405293 0.0000038571 -0.0000000041 -0.0000015061 0.0000004078 -0.0000000020 0.0000010664 0.0007275461 0.0001269132 -0.0000510732 0.0005997690 0.0000236083 0.0001921516
1403715318.81214 -0.725000 -3.309591 0.202538 0.553029 -0.636886 0.350731 0.406845 0.0000038415 0.0000000131 -0.0000015422 0.0000004045 -0.0000000022 0.0000010893 0.0007273919 0.0001263819 -0.0000507097 0.0005976368 0.0000230994 0.0001924218
1403715318.86214 -0.733143 -3.316606 0.196780 0.547485 -0.642383 0.345822 0.409892 0.0000038461 0.0000000217 -0.0000015601 0.0000004007 0.0000000025 0.0000010902 0.0007272789 0.0001254392 -0.0000503954 0.0005955815 0.0000235098 0.0001932200
1403715318.91214 -0.740773 -3.323821 0.191082 0.541935 -0.646452 0.341816 0.414208 0.0000038669 0.0000000301 -0.0000015611 0.0000003985 -0.0000000005 0.0000010891 0.0007273503 0.0001254430 -0.0000498688 0.0005959769 0.0000231077 0.0001934773
1403715318.96214 -0.748485 -3.333186 0.185996 0.536446 -0.649513 0.338678 0.419113 0.0000038955 0.0000000407 -0.0000015552 0.0000003933 -0.0000000035 0.0000010795 0.0007274779 0.0001254944 -0.0000493177 0.0005954147 0.0000224439 0.0001938163
1403715319.01214 -0.756174 -3.345003 0.180551 0.530012 -0.652658 0.336181 0.424391 0.0000021714 0.0000000091 -0.0000008533 0.0000003893 0.0000000088 0.0000007938 0.0007275452 0.0001258452 -0.0000487988 0.0005945177 0.0000226188 0.0001945802
1403715319.06214 -0.764274 -3.359062 0.175881 0.523463 -0.655362 0.333107 0.430727 0.0000021926 0.0000000184 -0.0000008481 0.0000003739 0.0000000098 0.0000007803 0.0007276987 0.0001259107 -0.0000484329 0.0005936156 0.0000238648 0.0001946640
1403715319.11214 -0.772046 -3.373727 0.171685 0.516903 -0.657171 0.329867 0.438321 0.0000022179 0.0000000300 -0.0000008380 0.0000003665 0.0000000048 0.0000007661 0.0007279029 0.0001259935 -0.0000479829 0.0005937305 0.0000246131 0.0001950226
1403715319.16214 -0.779804 -3.389929 0.167158 0.510289 -0.658917 0.326182 0.446138 0.0000022431 0.0000000426 -0.0000008273 0.0000003518 -0.0000000024 0.0000007515 0.0007279803 0.0001263668 -0.0000477960 0.0005932153 0.0000257349 0.0001949716
1403715319.21214 -0.786591 -3.408277 0.163688 0.503096 -0.661547 0.322424 0.453092 0.0000022661 0.0000000515 -0.0000008179 0.0000003498 -0.0000000079 0.0000007405 0.0007282796 0.0001265016 -0.0000472310 0.0005936744 0.0000263494 0.0001957374
1403715319.26214 -0.792710 -3.427717 0.160438 0.496077 -0.665131 0.317737 0.458859 0.0000022833 0.0000000592 -0.0000008137 0.0000003475 -0.0000000141 0.0000007342 0.0007285808 0.0001266783 -0.0000467274 0.0005941726 0.0000269266 0.0001962198
1403715319.31214 -0.798144 -3.448377 0.157213 0.489278 -0.668546 0.312554 0.464719 0.0000022999 0.0000000688 -0.0000008099 0.0000003473 -0.0000000203 0.0000007287 0.0007290140 0.0001268688 -0.0000460286 0.0005949111 0.0000275494 0.0001971006
