# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715317.31214 -0.579942 -3.772889 0.337556 0.744076 -0.352492 0.510095 0.248803 0.0000006933 0.0000000316 -0.0000000333 0.0000002813 -0.0000000050 0.0000003670 0.0001097247 0.0000062526 -0.0000058013 0.0001141912 -0.0000055323 0.0000314266
1403715317.36214 -0.568718 -3.760209 0.328851 0.738849 -0.364462 0.505967 0.255475 0.0000006972 0.0000000281 -0.0000000363 0.0000002808 -0.0000000054 0.0000003655 0.0001101150 0.0000066334 -0.0000062237 0.0001144926 -0.0000058060 0.0000317997
1403715317.41214 -0.557124 -3.747560 0.320210 0.732550 -0.377086 0.502912 0.261260 0.0000007025 0.0000000230 -0.0000000373 0.0000002816 -0.0000000066 0.0000003668 0.0001106443 0.0000069389 -0.0000067034 0.0001150996 -0.0000060964 0.0000322697
1403715317.46214 -0.544659 -3.736665 0.312066 0.726639 -0.389298 0.499183 0.266945 0.0000007066 0.0000000183 -0.0000000401 0.0000002807 -0.0000000068 0.0000003649 0.0001111537 0.0000073761 -0.0000071718 0.0001155651 -0.0000064575 0.0000326151
1403715317.51214 -0.533496 -3.724043 0.304877 0.720539 -0.400787 0.495598 0.273086 0.0000007085 0.0000000159 -0.0000000457 0.0000002781 -0.0000000046 0.0000003596 0.0001115969 0.0000080408 -0.0000076371 0.0001157070 -0.0000068413 0.0000330096
1403715317.56214 -0.521832 -3.712045 0.297773 0.714163 -0.411311 0.492254 0.280145 0.0000007131 0.0000000130 -0.0000000470 0.0000002784 -0.0000000052 0.0000003595 0.0001122689 0.0000085539 -0.0000082037 0.0001163148 -0.0000072110 0.0000334963
1403715317.61214 -0.509304 -3.701576 0.290846 0.707667 -0.421798 0.489059 0.286558 0.0000007172 0.0000000100 -0.0000000491 0.0000002775 -0.0000000046 0.0000003579 0.0001129776 0.0000091697 -0.0000087982 0.0001168825 -0.0000075987 0.0000339977
1403715317.66214 -0.497212 -3.690513 0.283300 0.700641 -0.432559 0.486536 0.292025 0.0000007216 0.0000000058 -0.0000000508 0.0000002771 -0.0000000046 0.0000003575 0.0001137794 0.0000097862 -0.0000094014 0.0001175494 -0.0000079743 0.0000344280
1403715317.71214 -0.484888 -3.679588 0.275507 0.693860 -0.442858 0.483514 0.297740 0.0000007262 0.0000000018 -0.0000000522 0.0000002779 -0.0000000052 0.0000003580 0.0001147089 0.0000104530 -0.0000100485 0.0001183604 -0.0000084159 0.0000348765
1403715317.76214 -0.473863 -3.669463 0.269687 0.686703 -0.453768 0.480962 0.302010 0.0000007298 -0.0000000033 -0.0000000551 0.0000002764 -0.0000000053 0.0000003566 0.0001155856 0.0000111309 -0.0000106056 0.0001191040 -0.0000088007 0.0000351295
1403715317.81214 -0.463124 -3.659797 0.263912 0.678364 -0.466110 0.480006 0.303574 0.0000007324 -0.0000000112 -0.0000000590 0.0000002749 -0.0000000041 0.0000003544 0.0001164477 0.0000119237 -0.0000110850 0.0001197853 -0.0000092873 0.0000352959
1403715317.86214 -0.453994 -3.650383 0.259523 0.670273 -0.478628 0.478201 0.304917 0.0000007351 -0.0000000198 -0.0000000633 0.0000002739 -0.0000000034 0.0000003528 0.0001173648 0.0000126761 -0.0000115720 0.0001205579 -0.0000097295 0.0000354567
1403715317.91214 -0.444467 -3.641247 0.253473 0.663080 -0.488956 0.475598 0.308308 0.0000007383 -0.0000000254 -0.0000000664 0.0000002742 -0.0000000032 0.0000003524 0.0001185204 0.0000135177 -0.0000122368 0.0001214644 -0.0000102128 0.0000358356
1403715317.96214 -0.437812 -3.632815 0.249657 0.656618 -0.498154 0.472103 0.312751 0.0000007402 -0.0000000291 -0.0000000716 0.0000002723 -0.0000000031 0.0000003496 0.0001193679 0.0000142519 -0.0000126431 0.0001220886 -0.0000106205 0.0000359595
1403715318.01214 -0.431283 -3.624472 0.244408 0.650540 -0.506666 0.468343 0.317399 0.0000007437 -0.0000000324 -0.0000000746 0.0000002715 -0.0000000036 0.0000003498 0.0001205142 0.0000150177 -0.0000133036 0.0001230297 -0.0000109791 0.0000363667
1403715318.06214 -0.427042 -3.617771 0.240378 0.644409 -0.513859 0.466329 0.321283 0.0000007465 -0.0000000365 -0.0000000780 0.0000002693 -0.0000000044 0.0000003480 0.0001211351 0.0000154731 -0.0000136021 0.0001237012 -0.0000111641 0.0000365061
1403715318.11214 -0.428171 -3.613073 0.238885 0.639073 -0.520313 0.464735 0.323854 0.0000007458 -0.0000000392 -0.0000000855 0.0000002600 -0.0000000025 0.0000003417 0.0001202291 0.0000153550 -0.0000129566 0.0001234817 -0.0000109558 0.0000360682
1403715318.16214 -0.427501 -3.607702 0.235630 0.634904 -0.525079 0.462846 0.327050 0.0000007480 -0.0000000412 -0.0000000895 0.0000002574 -0.0000000028 0.0000003399 0.0001201639 0.0000154702 -0.0000128637 0.0001238020 -0.0000109474 0.0000360459
1403715318.21214 -0.431030 -3.605359 0.234030 0.632266 -0.528696 0.460159 0.330112 0.0000007491 -0.0000000421 -0.0000000956 0.0000002529 -0.0000000032 0.0000003362 0.0001189341 0.0000148044 -0.0000120829 0.0001234727 -0.0000104793 0.0000356180
1403715318.26214 -0.436593 -3.603602 0.232451 0.629694 -0.531754 0.458429 0.332516 0.0000007506 -0.0000000433 -0.0000001005 0.0000002502 -0.0000000038 0.0000003334 0.0001177329 0.0000140525 -0.0000113642 0.0001231324 -0.0000100164 0.0000352664
1403715318.31214 -0.442999 -3.602325 0.230421 0.627968 -0.534349 0.455706 0.335350 0.0000007506 -0.0000000429 -0.0000001074 0.0000002472 -0.0000000035 0.0000003291 0.0001156867 0.0000126574 -0.0000100921 0.0001221034 -0.0000091863 0.0000345658
1403715318.36214 -0.450429 -3.601241 0.228028 0.626028 -0.536782 0.453027 0.338704 0.0000007521 -0.0000000415 -0.0000001134 0.0000002469 -0.0000000040 0.0000003252 0.0001139920 0.0000112351 -0.0000090731 0.0001209229 -0.0000084424 0.0000340130
1403715318.41214 -0.456358 -3.599859 0.223493 0.624992 -0.538770 0.448903 0.342926 0.0000007545 -0.0000000379 -0.0000001190 0.0000002470 -0.0000000039 0.0000003227 0.0001128486 0.0000102125 -0.0000083554 0.0001200299 -0.0000079211 0.0000336575
1403715318.46214 -0.462397 -3.596512 0.218182 0.624666 -0.540194 0.442861 0.349081 0.0000007575 -0.0000000315 -0.0000001232 0.0000001943 -0.0000000259 0.0000002330 0.0001118744 0.0000092743 -0.0000076712 0.0001191046 -0.0000072137 0.0000328374
1403715318.51214 -0.469041 -3.593603 0.212431 0.624738 -0.541599 0.435877 0.355505 0.0000007618 -0.0000000240 -0.0000001265 0.0000001960 -0.0000000272 0.0000002347 0.0001117588 0.0000091246 -0.0000076131 0.0001193423 -0.0000071529 0.0000330058
1403715318.56214 -0.477163 -3.591086 0.207377 0.624420 -0.544587 0.428464 0.360476 0.0000007634 -0.0000000173 -0.0000001326 0.0000001973 -0.0000000273 0.0000002358 0.0001110860 0.0000084911 -0.0000070197 0.0001188670 -0.0000067321 0.0000326665
1403715318.61214 -0.484416 -3.587868 0.201124 0.624376 -0.549223 0.419902 0.363580 0.0000007638 -0.0000000118 -0.0000001412 0.0000001985 -0.0000000269 0.0000002383 0.0001108650 0.0000082243 -0.0000067842 0.0001185607 -0.0000066845 0.0000326463
1403715318.66214 -0.491997 -3.587297 0.194633 0.623895 -0.555297 0.411063 0.365279 0.0000007640 -0.0000000084 -0.0000001505 0.0000002002 -0.0000000267 0.0000002424 0.0001106966 0.0000080592 -0.0000065288 0.0001185707 -0.0000066880 0.0000325960
1403715318.71214 -0.499351 -3.588675 0.187833 0.623287 -0.562662 0.401876 0.365268 0.0000007614 -0.0000000058 -0.0000001624 0.0000002008 -0.0000000249 0.0000002466 0.0001105834 0.0000078083 -0.0000063052 0.0001181166 -0.0000066495 0.0000326146
1403715318.76214 -0.506207 -3.590166 0.181355 0.620204 -0.570361 0.395458 0.365579 0.0000007620 -0.0000000070 -0.0000001702 0.0000002025 -0.0000000236 0.0000002510 0.0001105821 0.0000076542 -0.0000061631 0.0001181670 -0.0000066560 0.0000327934
1403715318.81214 -0.513088 -3.594591 0.175561 0.617209 -0.577127 0.388162 0.367842 0.0000007632 -0.0000000053 -0.0000001772 0.0000002034 -0.0000000225 0.0000002541 0.0001106069 0.0000075067 -0.0000060012 0.0001180636 -0.0000066611 0.0000329671
1403715318.86214 -0.519447 -3.601038 0.170003 0.612330 -0.583058 0.383621 0.371391 0.0000005952 0.0000000005 -0.0000001403 0.0000001968 -0.0000000221 0.0000002464 0.0001106564 0.0000074216 -0.0000058221 0.0001178596 -0.0000067121 0.0000331483
1403715318.91214 -0.525422 -3.609423 0.165151 0.607281 -0.587616 0.380143 0.376043 0.0000005996 0.0000000019 -0.0000001416 0.0000001955 -0.0000000206 0.0000002459 0.0001107211 0.0000073595 -0.0000056802 0.0001174893 -0.0000065802 0.0000332815
1403715318.96214 -0.531090 -3.620048 0.160064 0.602196 -0.591159 0.377608 0.381187 0.0000004430 0.0000000084 -0.0000001043 0.0000001898 -0.0000000210 0.0000002366 0.0001107787 0.0000073773 -0.0000055449 0.0001170229 -0.0000064855 0.0000333343
1403715319.01214 -0.536538 -3.632685 0.154944 0.596151 -0.594912 0.375723 0.386672 0.0000003885 0.0000000066 -0.0000000954 0.0000001896 -0.0000000199 0.0000002328 0.0001108494 0.0000073689 -0.0000054417 0.0001168714 -0.0000063066 0.0000333494
1403715319.06214 -0.542394 -3.646298 0.148916 0.589972 -0.598178 0.373407 0.393298 0.0000003933 0.0000000076 -0.0000000950 0.0000001891 -0.0000000210 0.0000002318 0.0001108686 0.0000074468 -0.0000054528 0.0001166543 -0.0000059246 0.0000332126
1403715319.11214 -0.547113 -3.662051 0.144213 0.583720 -0.600570 0.371032 0.401151 0.0000003986 0.0000000091 -0.0000000941 0.0000001909 -0.0000000217 0.0000002311 0.0001109825 0.0000074130 -0.0000053235 0.0001166892 -0.0000057065 0.0000333396
1403715319.16214 -0.551602 -3.678752 0.139647 0.577387 -0.602931 0.368248 0.409258 0.0000004038 0.0000000106 -0.0000000932 0.0000001912 -0.0000000235 0.0000002295 0.0001109891 0.0000075047 -0.0000053755 0.0001165734 -0.0000053438 0.0000331492
1403715319.21214 -0.555543 -3.696494 0.135201 0.570537 -0.606216 0.365340 0.416554 0.0000004088 0.0000000118 -0.0000000926 0.0000001915 -0.0000000255 0.0000002277 0.0001109489 0.0000076952 -0.0000054429 0.0001163670 -0.0000049341 0.0000330127
1403715319.26214 -0.557776 -3.716747 0.131312 0.563996 -0.610438 0.361345 0.422734 0.0000004132 0.0000000128 -0.0000000925 0.0000001931 -0.0000000267 0.0000002267 0.0001109859 0.0000077735 -0.0000054354 0.0001164019 -0.0000046655 0.0000329567
1403715319.31214 -0.559580 -3.737097 0.127454 0.557641 -0.614462 0.356886 0.429074 0.0000004176 0.0000000138 -0.0000000927 0.0000001947 -0.0000000279 0.0000002259 0.0001109842 0.0000078595 -0.0000054971 0.0001165301 -0.0000043791 0.0000328143
1403715319.36214 -0.560903 -3.759988 0.120765 0.551028 -0.618881 0.352112 0.435169 0.0000004217 0.0000000147 -0.0000000932 0.0000001966 -0.0000000292 0.0000002249 0.0001109959 0.0000079261 -0.0000055495 0.0001167284 -0.0000041512 0.0000326744
1403715319.41214 -0.560035 -3.781956 0.117191 0.543935 -0.623371 0.348242 0.440762 0.0000004262 0.0000000150 -0.0000000935 0.0000001986 -0.0000000301 0.0000002232 0.0001109704 0.0000080071 -0.0000056306 0.0001170157 -0.0000038944 0.0000325708
1403715319.46214 -0.557963 -3.804309 0.113650 0.535903 -0.628665 0.345917 0.444894 0.0000004307 0.0000000142 -0.0000000940 0.0000002007 -0.0000000298 0.0000002224 0.0001110071 0.0000080831 -0.0000056134 0.0001173852 -0.0000036584 0.0000326088
1403715319.51214 -0.555135 -3.826741 0.110057 0.527467 -0.634393 0.343400 0.448776 0.0000004352 0.0000000134 -0.0000000947 0.0000002028 -0.0000000293 0.0000002209 0.0001110120 0.0000081333 -0.0000056424 0.0001178287 -0.0000034561 0.0000325837
1403715319.56214 -0.551586 -3.849885 0.106641 0.519890 -0.639794 0.339766 0.452700 0.0000004392 0.0000000131 -0.0000000957 0.0000002051 -0.0000000288 0.0000002194 0.0001109986 0.0000081366 -0.0000057228 0.0001183369 -0.0000033027 0.0000324785
1403715319.61214 -0.546964 -3.873606 0.104450 0.512345 -0.644930 0.337314 0.455837 0.0000004436 0.0000000124 -0.0000000964 0.0000002072 -0.0000000277 0.0000002046 0.0001110284 0.0000081467 -0.0000057435 0.0001189402 -0.0000031273 0.0000324153
1403715319.66214 -0.541436 -3.898282 0.104064 0.507258 -0.648661 0.333747 0.458848 0.0000004474 0.0000000127 -0.0000000976 0.0000002094 -0.0000000270 0.0000002043 0.0001110361 0.0000081152 -0.0000057921 0.0001196068 -0.0000029616 0.0000324021
1403715319.71214 -0.534507 -3.923083 0.106308 0.502727 -0.651934 0.332107 0.460383 0.0000004515 0.0000000122 -0.0000000985 0.0000002114 -0.0000000262 0.0000002054 0.0001111347 0.0000081340 -0.0000057608 0.0001204421 -0.0000027090 0.0000325081
1403715319.76214 -0.526995 -3.948531 0.112597 0.500420 -0.654257 0.329893 0.461192 0.0000004548 0.0000000125 -0.0000001003 0.0000002129 -0.0000000254 0.0000002054 0.0001111191 0.0000079774 -0.0000058742 0.0001211157 -0.0000026865 0.0000323854
1403715319.81214 -0.519068 -3.975456 0.121412 0.498366 -0.655935 0.329455 0.461347 0.0000004584 0.0000000122 -0.0000001018 0.0000002140 -0.0000000244 0.0000002059 0.0001111225 0.0000078037 -0.0000059550 0.0001218099 -0.0000026829 0.0000322933
1403715319.86214 -0.511139 -4.002847 0.133123 0.496687 -0.657261 0.328807 0.461732 0.0000004619 0.0000000124 -0.0000001034 0.0000002140 -0.0000000230 0.0000002060 0.0001111106 0.0000075586 -0.0000060444 0.0001222277 -0.0000028696 0.0000321091
1403715319.91214 -0.502551 -4.031215 0.147475 0.494762 -0.659276 0.328108 0.461422 0.0000004652 0.0000000120 -0.0000001052 0.0000002143 -0.0000000222 0.0000002067 0.0001111060 0.0000073670 -0.0000060716 0.0001228236 -0.0000029476 0.0000320433
1403715319.96214 -0.492508 -4.059238 0.163275 0.493129 -0.660471 0.326996 0.462250 0.0000004692 0.0000000122 -0.0000001061 0.0000002149 -0.0000000218 0.0000002077 0.0001111657 0.0000072289 -0.0000060622 0.0001234948 -0.0000030299 0.0000320054
1403715320.01214 -0.481714 -4.088167 0.178732 0.490567 -0.662048 0.325593 0.463708 0.0000004732 0.0000000128 -0.0000001071 0.0000002146 -0.0000000211 0.0000002085 0.0001112299 0.0000070945 -0.0000060379 0.0001239258 -0.0000032513 0.0000319347
1403715320.06214 -0.470023 -4.118144 0.193415 0.487383 -0.664233 0.323425 0.465456 0.0000004771 0.0000000133 -0.0000001082 0.0000002143 -0.0000000205 0.0000002094 0.0001113011 0.0000069661 -0.0000059947 0.0001241464 -0.0000035773 0.0000318585
1403715320.11214 -0.457786 -4.148860 0.207353 0.483447 -0.666005 0.320296 0.469177 0.0000004816 0.0000000147 -0.0000001085 0.0000002143 -0.0000000196 0.0000002095 0.0001113830 0.0000067803 -0.0000059486 0.0001244780 -0.0000038894 0.0000318259
1403715320.16214 -0.444697 -4.178745 0.220612 0.478381 -0.668981 0.316209 0.472894 0.0000004859 0.0000000156 -0.0000001092 0.0000002150 -0.0000000188 0.0000002096 0.0001114592 0.0000065547 -0.0000058881 0.0001249680 -0.0000041946 0.0000318263
1403715320.21214 -0.431131 -4.208057 0.233866 0.471107 -0.672203 0.312497 0.478067 0.0000004909 0.0000000168 -0.0000001091 0.0000002149 -0.0000000171 0.0000002089 0.0001115575 0.0000062686 -0.0000058218 0.0001252453 -0.0000045932 0.0000318334
1403715320.26214 -0.416823 -4.236363 0.247256 0.461805 -0.675067 0.309058 0.485287 0.0000004971 0.0000000174 -0.0000001071 0.0000002162 -0.0000000156 0.0000002078 0.0001116823 0.0000059538 -0.0000057421 0.0001260709 -0.0000048800 0.0000319057
1403715320.31214 -0.401964 -4.265277 0.260037 0.449580 -0.678880 0.307377 0.492463 0.0000005042 0.0000000162 -0.0000001044 0.0000002175 -0.0000000137 0.0000002067 0.0001118506 0.0000056505 -0.0000056429 0.0001271243 -0.0000051999 0.0000319967
1403715320.36214 -0.386260 -4.293616 0.271751 0.435505 -0.684679 0.305640 0.498131 0.0000005105 0.0000000135 -0.0000001028 0.0000002181 -0.0000000109 0.0000002056 0.0001119995 0.0000052671 -0.0000055230 0.0001279562 -0.0000055397 0.0000320830
1403715320.41214 -0.370274 -4.321106 0.283528 0.421070 -0.692147 0.302477 0.502136 0.0000005159 0.0000000103 -0.0000001025 0.0000002191 -0.0000000082 0.0000002059 0.0001121896 0.0000048392 -0.0000053951 0.0001289969 -0.0000059108 0.0000321949
1403715320.46214 -0.353887 -4.347405 0.295275 0.406431 -0.700009 0.297853 0.506048 0.0000005206 0.0000000077 -0.0000001029 0.0000002193 -0.0000000053 0.0000002066 0.0001123884 0.0000043503 -0.0000052620 0.0001299454 -0.0000063032 0.0000323045
1403715320.51214 -0.337278 -4.369032 0.305377 0.392018 -0.708681 0.292226 0.508624 0.0000005245 0.0000000047 -0.0000001044 0.0000002198 -0.0000000028 0.0000002082 0.0001126047 0.0000038613 -0.0000051095 0.0001308733 -0.0000066339 0.0000324129
1403715320.56214 -0.320327 -4.390858 0.315074 0.377297 -0.717082 0.286776 0.511078 0.0000005286 0.0000000015 -0.0000001058 0.0000002208 -0.0000000003 0.0000002101 0.0001128693 0.0000033461 -0.0000049374 0.0001321236 -0.0000069977 0.0000325456
1403715320.61214 -0.303304 -4.410436 0.324569 0.362356 -0.725302 0.281915 0.512991 0.0000005324 -0.0000000020 -0.0000001072 0.0000002209 0.0000000025 0.0000002120 0.0001131474 0.0000028244 -0.0000047725 0.0001332464 -0.0000073488 0.0000326360
1403715320.66214 -0.287155 -4.429345 0.333146 0.346789 -0.733126 0.277834 0.514851 0.0000005364 -0.0000000064 -0.0000001084 0.0000002207 0.0000000050 0.0000002138 0.0001134290 0.0000023436 -0.0000046148 0.0001342367 -0.0000076710 0.0000327042
1403715320.71214 -0.270917 -4.445030 0.341145 0.331889 -0.740250 0.274604 0.516210 0.0000005401 -0.0000000111 -0.0000001097 0.0000002205 0.0000000073 0.0000002156 0.0001137182 0.0000019048 -0.0000044551 0.0001349813 -0.0000079491 0.0000327929
1403715320.76214 -0.254308 -4.461506 0.348716 0.317281 -0.746474 0.273678 0.516924 0.0000005438 -0.0000000172 -0.0000001106 0.0000002201 0.0000000098 0.0000002169 0.0001139939 0.0000015380 -0.0000043083 0.0001352661 -0.0000081391 0.0000328598
1403715320.81214 -0.237398 -4.476603 0.356636 0.304368 -0.751534 0.273534 0.517432 0.0000005474 -0.0000000229 -0.0000001113 0.0000002198 0.0000000119 0.0000002182 0.0001142848 0.0000011652 -0.0000041570 0.0001357269 -0.0000083823 0.0000329558
1403715320.86214 -0.221144 -4.492414 0.363499 0.293873 -0.756893 0.272903 0.516019 0.0000005501 -0.0000000279 -0.0000001135 0.0000002206 0.0000000140 0.0000002207 0.0001146569 0.0000006552 -0.0000039563 0.0001364200 -0.0000086898 0.0000330967
1403715320.91214 -0.205848 -4.505150 0.370126 0.286090 -0.762035 0.271107 0.513767 0.0000004668 -0.0000000266 -0.0000000989 0.0000002207 0.0000000143 0.0000002200 0.0001149768 0.0000003129 -0.0000037906 0.0001368623 -0.0000088914 0.0000332066
1403715320.96214 -0.192684 -4.515083 0.376486 0.280842 -0.765969 0.267844 0.512523 0.0000004690 -0.0000000279 -0.0000001019 0.0000002188 0.0000000143 0.0000002218 0.0001150903 0.0000004912 -0.0000037672 0.0001355164 -0.0000086692 0.0000331939
1403715321.01214 -0.181318 -4.520588 0.382802 0.277942 -0.769059 0.263134 0.511916 0.0000004716 -0.0000000277 -0.0000001050 0.0000002182 0.0000000136 0.0000002241 0.0001152827 0.0000004923 -0.0000036941 0.0001352210 -0.0000086933 0.0000332390
1403715321.06214 -0.172151 -4.524195 0.388438 0.276383 -0.771040 0.258250 0.512267 0.0000004746 -0.0000000267 -0.0000001078 0.0000002163 0.0000000125 0.0000002253 0.0001152771 0.0000009124 -0.0000037397 0.0001336175 -0.0000083860 0.0000332092
1403715321.11214 -0.163986 -4.527934 0.394188 0.275613 -0.772356 0.253754 0.512944 0.0000004777 -0.0000000257 -0.0000001105 0.0000002149 0.0000000113 0.0000002256 0.0001150837 0.0000016134 -0.0000038751 0.0001314621 -0.0000078649 0.0000331181
1403715321.16214 -0.157272 -4.531188 0.399917 0.275311 -0.773304 0.249873 0.513584 0.0000004809 -0.0000000246 -0.0000001133 0.0000002144 0.0000000103 0.0000002255 0.0001148458 0.0000022865 -0.0000040117 0.0001298679 -0.0000074431 0.0000330272
1403715321.21214 -0.151846 -4.532273 0.404909 0.275820 -0.774257 0.246029 0.513731 0.0000004839 -0.0000000232 -0.0000001160 0.0000002137 0.0000000095 0.0000002261 0.0001146246 0.0000029007 -0.0000041358 0.0001284316 -0.0000070919 0.0000329568
1403715321.26214 -0.148382 -4.530270 0.408830 0.276137 -0.774925 0.243520 0.513748 0.0000004872 -0.0000000226 -0.0000001184 0.0000002137 0.0000000090 0.0000002266 0.0001143899 0.0000034683 -0.0000042606 0.0001272855 -0.0000067766 0.0000328978
1403715321.31214 -0.144588 -4.530472 0.413425 0.276115 -0.775594 0.242767 0.513108 0.0000004903 -0.0000000228 -0.0000001207 0.0000002140 0.0000000091 0.0000002273 0.0001141837 0.0000039413 -0.0000043597 0.0001263584 -0.0000065374 0.0000328593
1403715321.36214 -0.143586 -4.526581 0.417125 0.276037 -0.776047 0.242714 0.512490 0.0000004936 -0.0000000233 -0.0000001227 0.0000002145 0.0000000095 0.0000002277 0.0001139251 0.0000044035 -0.0000044771 0.0001255207 -0.0000063104 0.0000328131
1403715321.41214 -0.144371 -4.521129 0.420693 0.275554 -0.775810 0.243744 0.512619 0.0000004977 -0.0000000240 -0.0000001238 0.0000002154 0.0000000099 0.0000002282 0.0001137832 0.0000047068 -0.0000045347 0.0001250425 -0.0000062021 0.0000328109
1403715321.46214 -0.146802 -4.514745 0.424254 0.275580 -0.774973 0.244731 0.513400 0.0000005024 -0.0000000245 -0.0000001244 0.0000002165 0.0000000102 0.0000002288 0.0001136939 0.0000049163 -0.0000045675 0.0001247644 -0.0000061176 0.0000328352
1403715321.51214 -0.151236 -4.506495 0.427421 0.277111 -0.774350 0.244819 0.513473 0.0000005066 -0.0000000241 -0.0000001255 0.0000002176 0.0000000103 0.0000002302 0.0001136107 0.0000050912 -0.0000045960 0.0001245772 -0.0000060470 0.0000328728
1403715321.56214 -0.157073 -4.497109 0.430376 0.279084 -0.774078 0.245163 0.512650 0.0000005103 -0.0000000241 -0.0000001272 0.0000002188 0.0000000105 0.0000002321 0.0001134376 0.0000053521 -0.0000046800 0.0001243164 -0.0000059206 0.0000328834
1403715321.61214 -0.163508 -4.489064 0.434271 0.282648 -0.773053 0.244069 0.512766 0.0000005146 -0.0000000224 -0.0000001286 0.0000002202 0.0000000097 0.0000002344 0.0001133492 0.0000055670 -0.0000047496 0.0001241725 -0.0000058194 0.0000329081
1403715321.66214 -0.172081 -4.478216 0.438222 0.284761 -0.771614 0.242927 0.514306 0.0000005196 -0.0000000207 -0.0000001290 0.0000002217 0.0000000089 0.0000002363 0.0001133833 0.0000057188 -0.0000047813 0.0001240847 -0.0000057251 0.0000329477
1403715321.71214 -0.182293 -4.467139 0.443072 0.284038 -0.769170 0.243472 0.518094 0.0000005262 -0.0000000204 -0.0000001274 0.0000002222 0.0000000096 0.0000002355 0.0001133507 0.0000057778 -0.0000048088 0.0001239294 -0.0000056206 0.0000329802
1403715321.76214 -0.193245 -4.454695 0.448082 0.282319 -0.767689 0.243439 0.521236 0.0000005321 -0.0000000203 -0.0000001261 0.0000002232 0.0000000100 0.0000002357 0.0001132889 0.0000058205 -0.0000048847 0.0001238742 -0.0000055557 0.0000329688
1403715321.81214 -0.205300 -4.440851 0.452905 0.277421 -0.766625 0.245910 0.524263 0.0000004031 -0.0000000172 -0.0000000928 0.0000002242 0.0000000102 0.0000002282 0.0001132632 0.0000058609 -0.0000049415 0.0001238591 -0.0000055025 0.0000329934
1403715321.86214 -0.217882 -4.425732 0.458345 0.271268 -0.764673 0.249913 0.528424 0.0000004089 -0.0000000194 -0.0000000909 0.0000002260 0.0000000114 0.0000002280 0.0001133011 0.0000059004 -0.0000049904 0.0001238752 -0.0000054462 0.0000330392
1403715321.91214 -0.230813 -4.408329 0.463445 0.266171 -0.763106 0.251738 0.532400 0.0000004142 -0.0000000209 -0.0000000894 0.0000002270 0.0000000124 0.0000002281 0.0001133096 0.0000058958 -0.0000050498 0.0001238841 -0.0000053904 0.0000330899
1403715321.96214 -0.244986 -4.388519 0.467669 0.261793 -0.763701 0.250778 0.534169 0.0000004184 -0.0000000216 -0.0000000894 0.0000002286 0.0000000132 0.0000002299 0.0001133621 0.0000058876 -0.0000051250 0.0001239154 -0.0000053378 0.0000331397
1403715322.01214 -0.259713 -4.366066 0.471538 0.258561 -0.766496 0.246861 0.533564 0.0000004212 -0.0000000214 -0.0000000911 0.0000002301 0.0000000137 0.0000002333 0.0001134606 0.0000058791 -0.0000052037 0.0001239872 -0.0000052717 0.0000332011
1403715322.06214 -0.275543 -4.341955 0.475141 0.255236 -0.770762 0.243391 0.530605 0.0000004230 -0.0000000217 -0.0000000936 0.0000002318 0.0000000146 0.0000002378 0.0001135977 0.0000058574 -0.0000052925 0.0001240993 -0.0000051932 0.0000332754
1403715322.11214 -0.292006 -4.315508 0.479413 0.254082 -0.774402 0.237311 0.528609 0.0000004251 -0.0000000204 -0.0000000963 0.0000002331 0.0000000148 0.0000002423 0.0001137485 0.0000058168 -0.0000053702 0.0001242610 -0.0000050928 0.0000333583
1403715322.16214 -0.309015 -4.287400 0.483451 0.256609 -0.776549 0.227584 0.528516 0.0000004277 -0.0000000168 -0.0000000990 0.0000002335 0.0000000141 0.0000002466 0.0001138940 0.0000057355 -0.0000054422 0.0001244370 -0.0000050044 0.0000334078
1403715322.21214 -0.327512 -4.257829 0.488259 0.259656 -0.777519 0.217240 0.529953 0.0000004309 -0.0000000125 -0.0000001010 0.0000002344 0.0000000128 0.0000002504 0.0001141112 0.0000056506 -0.0000055140 0.0001247016 -0.0000048899 0.0000334747
1403715322.26214 -0.346718 -4.227065 0.492702 0.260806 -0.778817 0.207165 0.531515 0.0000004341 -0.0000000086 -0.0000001029 0.0000002356 0.0000000115 0.0000002542 0.0001143873 0.0000055341 -0.0000056067 0.0001250208 -0.0000047807 0.0000335428
1403715322.31214 -0.367388 -4.196086 0.497108 0.260664 -0.781125 0.197508 0.531874 0.0000004366 -0.0000000055 -0.0000001049 0.0000002358 0.0000000112 0.0000002578 0.0001144501 0.0000052861 -0.0000056275 0.0001253819 -0.0000046277 0.0000336021
1403715322.36214 -0.387504 -4.164233 0.500268 0.258766 -0.783755 0.188185 0.532310 0.0000004392 -0.0000000026 -0.0000001068 0.0000002369 0.0000000107 0.0000002616 0.0001146090 0.0000050103 -0.0000056654 0.0001258312 -0.0000044742 0.0000336624
1403715322.41214 -0.408899 -4.132903 0.500499 0.255319 -0.786659 0.178602 0.532992 0.0000004419 0.0000000002 -0.0000001086 0.0000002382 0.0000000101 0.0000002656 0.0001149524 0.0000047376 -0.0000057437 0.0001263953 -0.0000043279 0.0000337305
